 -65.00    3.9811E+10    1.0266E+12    8.5521E+11    1.7835E+12    1.3861E+12
 -65.00    5.0119E+10    1.0962E+12    9.1329E+11    1.9054E+12    1.4801E+12
 -65.00    6.3096E+10    1.1699E+12    9.7456E+11    2.0334E+12    1.5799E+12
 -65.00    7.9433E+10    1.2474E+12    1.0394E+12    2.1693E+12    1.6840E+12
 -65.00    1.0000E+11    1.3298E+12    1.1076E+12    2.3114E+12    1.7943E+12
 0. 0. 0. 0. 0. 0.
 -64.00    1.9953E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -64.00    2.5119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -64.00    3.1623E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -64.00    3.9811E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -64.00    5.0119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -64.00    6.3096E+07    2.8632E+08    2.3803E+08    5.9832E+08    1.0875E+09
 -64.00    7.9433E+07    6.2633E+08    5.2282E+08    1.0929E+09    2.3841E+09
 -64.00    1.0000E+08    1.0276E+09    8.5685E+08    1.6741E+09    3.9083E+09
 -64.00    1.2589E+08    3.0344E+09    2.5305E+09    8.3383E+09    9.1236E+09
 -64.00    1.5849E+08    5.4033E+09    4.5056E+09    1.6214E+10    1.5201E+10
 -64.00    1.9953E+08    8.1643E+09    6.8135E+09    2.5439E+10    2.2345E+10
 -64.00    2.5119E+08    1.1376E+10    9.4839E+09    3.6192E+10    3.0610E+10
 -64.00    3.1623E+08    1.5089E+10    1.2573E+10    4.8582E+10    4.0079E+10
 -64.00    3.9811E+08    2.6948E+10    2.2458E+10    7.5193E+10    6.2190E+10
 -64.00    5.0119E+08    4.0755E+10    3.3959E+10    1.0598E+11    8.7728E+10
 -64.00    6.3096E+08    5.6640E+10    4.7156E+10    1.4138E+11    1.1708E+11
 -64.00    7.9433E+08    7.4849E+10    6.2359E+10    1.8186E+11    1.5062E+11
 -64.00    1.0000E+09    9.5572E+10    7.9705E+10    2.2789E+11    1.8899E+11
 -64.00    1.2589E+09    1.2878E+11    1.0738E+11    2.8630E+11    2.3332E+11
 -64.00    1.5849E+09    1.6677E+11    1.3894E+11    3.5228E+11    2.8366E+11
 -64.00    1.9953E+09    2.0963E+11    1.7472E+11    4.2674E+11    3.4018E+11
 -64.00    2.5119E+09    2.5814E+11    2.1514E+11    5.1067E+11    4.0301E+11
